logical_reasoning,coding_ability,communication_skills,creativity,leadership,data_analysis,target_career
10,7,6,10,3,2,Software Engineer
7,3,10,4,10,10,Financial Analyst
7,8,8,5,10,3,Sales Executive
6,9,7,6,7,2,Product Manager
7,6,9,8,6,4,Sales Executive
5,7,7,9,2,8,Marketing Specialist
7,9,7,8,9,3,Product Manager
4,3,7,9,2,5,UX/UI Designer
3,4,7,8,8,6,UX/UI Designer
10,10,10,1,6,4,Sales Executive
9,7,5,7,4,9,Software Engineer
6,1,9,1,8,6,Product Manager
7,9,7,10,5,8,Data Scientist
10,1,9,4,2,10,Financial Analyst
9,4,7,9,8,4,Marketing Specialist
4,5,7,8,1,1,UX/UI Designer
8,2,3,9,9,10,Financial Analyst
9,6,10,1,9,4,Sales Executive
7,3,7,2,9,1,Product Manager
3,3,8,8,3,6,Marketing Specialist
10,6,9,4,7,7,Sales Executive
7,7,6,4,8,9,Software Engineer
10,6,10,10,3,7,Financial Analyst
9,9,8,4,10,6,Sales Executive
10,9,10,9,3,10,Software Engineer
3,4,8,3,10,7,HR Manager
8,1,10,6,7,8,Sales Executive
4,5,8,8,10,4,Sales Executive
9,4,9,1,7,7,Product Manager
5,8,8,3,8,2,HR Manager
10,9,2,10,5,7,Financial Analyst
9,7,5,1,5,8,Data Scientist
7,4,1,7,10,10,Financial Analyst
8,7,3,4,9,10,Financial Analyst
10,9,7,4,5,10,Financial Analyst
9,10,7,10,7,8,Product Manager
7,8,1,9,7,9,Data Scientist
7,5,10,9,5,8,Financial Analyst
10,4,10,10,10,3,HR Manager
7,6,9,10,2,8,Financial Analyst
7,3,9,7,7,6,Marketing Specialist
4,9,6,8,7,1,UX/UI Designer
7,1,10,4,7,10,HR Manager
8,9,5,2,4,8,Financial Analyst
5,8,9,1,10,7,Sales Executive
9,10,8,3,9,8,Data Scientist
4,6,10,7,8,5,HR Manager
5,7,9,3,6,7,Sales Executive
8,8,7,10,4,8,Marketing Specialist
10,10,1,5,7,1,Software Engineer
8,7,9,9,7,5,Marketing Specialist
9,7,6,6,3,8,Software Engineer
10,6,9,7,1,10,Data Scientist
2,8,10,8,3,6,UX/UI Designer
9,7,3,9,4,2,Software Engineer
7,5,8,8,8,10,Product Manager
2,2,9,10,4,9,Marketing Specialist
7,10,8,3,2,8,Software Engineer
9,6,7,9,7,9,Financial Analyst
9,8,7,9,8,10,Data Scientist
6,7,9,2,7,6,Sales Executive
8,5,9,7,8,4,Marketing Specialist
3,7,9,8,5,8,UX/UI Designer
2,10,8,9,2,4,UX/UI Designer
8,9,2,1,3,2,Software Engineer
2,2,10,4,8,2,HR Manager
10,6,1,6,10,8,Data Scientist
6,5,6,10,8,3,UX/UI Designer
1,7,10,6,10,2,HR Manager
8,7,4,1,5,10,Financial Analyst
2,6,10,8,7,1,UX/UI Designer
1,7,8,10,7,5,HR Manager
9,7,6,1,10,8,Data Scientist
9,1,2,4,2,10,Financial Analyst
8,7,8,10,9,3,Sales Executive
4,5,10,7,7,3,HR Manager
9,7,10,5,10,3,HR Manager
10,8,5,2,3,9,Data Scientist
7,9,9,10,2,8,Data Scientist
5,4,7,9,3,6,Marketing Specialist
4,10,8,8,1,1,UX/UI Designer
6,8,8,2,7,3,Product Manager
3,9,9,10,2,9,UX/UI Designer
10,6,5,3,6,9,Financial Analyst
1,10,10,8,5,5,UX/UI Designer
7,10,10,6,3,9,Data Scientist
2,8,7,7,3,7,Marketing Specialist
6,8,8,7,9,5,Software Engineer
1,5,9,9,5,9,UX/UI Designer
8,5,10,9,8,8,Product Manager
5,7,10,4,8,8,Sales Executive
9,2,9,5,9,4,Sales Executive
8,7,8,2,3,10,Data Scientist
8,7,8,8,3,8,Data Scientist
10,7,10,10,9,6,Software Engineer
5,1,7,9,5,9,Marketing Specialist
9,6,7,10,2,2,UX/UI Designer
9,10,1,2,3,7,Software Engineer
7,5,10,3,4,8,Financial Analyst
8,8,2,6,9,6,Software Engineer
2,9,9,8,7,10,HR Manager
8,9,7,3,4,10,Software Engineer
8,10,10,7,2,5,Software Engineer
5,3,8,6,8,9,HR Manager
8,1,9,1,9,3,Product Manager
8,3,8,10,8,6,Marketing Specialist
3,8,10,10,2,4,UX/UI Designer
2,2,7,10,4,2,UX/UI Designer
3,8,10,5,9,9,HR Manager
7,5,9,3,9,5,HR Manager
4,6,10,5,8,9,HR Manager
2,10,6,10,2,5,UX/UI Designer
2,3,8,6,9,8,Sales Executive
10,7,8,4,3,7,Software Engineer
8,6,8,10,8,10,UX/UI Designer
8,10,1,5,9,6,Software Engineer
9,7,3,6,2,10,Data Scientist
6,10,10,9,10,1,HR Manager
9,9,9,8,4,7,Marketing Specialist
7,8,10,10,9,10,Software Engineer
9,5,8,8,5,1,Marketing Specialist
3,4,10,7,7,10,Sales Executive
10,8,7,3,1,8,Software Engineer
10,6,10,1,9,10,HR Manager
8,4,8,7,4,5,Marketing Specialist
9,9,7,9,8,9,Software Engineer
1,1,8,9,8,9,HR Manager
5,10,9,4,8,2,Sales Executive
10,4,9,2,8,3,Sales Executive
1,7,10,9,7,3,UX/UI Designer
8,2,10,2,9,2,Sales Executive
8,3,8,2,10,10,Financial Analyst
7,6,6,6,5,8,Data Scientist
8,6,3,2,8,9,Financial Analyst
3,3,7,9,6,6,Marketing Specialist
4,10,10,8,7,4,Sales Executive
4,1,9,10,7,9,UX/UI Designer
9,6,5,3,2,10,Financial Analyst
9,2,9,3,9,4,Sales Executive
6,5,7,10,6,5,Marketing Specialist
7,10,4,4,3,4,Software Engineer
8,9,10,6,7,10,Product Manager
9,2,1,6,10,10,Financial Analyst
7,10,4,10,6,9,Software Engineer
9,9,9,10,6,4,Marketing Specialist
7,8,9,9,7,9,Software Engineer
8,10,4,1,10,8,Financial Analyst
9,7,10,3,9,6,Product Manager
7,10,8,5,9,4,HR Manager
9,7,5,2,5,10,Data Scientist
4,2,9,3,7,2,Sales Executive
10,2,7,9,10,2,Product Manager
10,8,10,10,4,10,Data Scientist
8,9,10,7,9,1,Marketing Specialist
8,7,6,10,6,2,UX/UI Designer
1,3,6,10,1,10,UX/UI Designer
6,7,3,9,2,5,Software Engineer
8,6,8,2,8,1,Product Manager
8,3,7,9,7,8,Product Manager
8,4,8,6,7,3,Product Manager
8,8,2,9,9,7,Financial Analyst
4,8,9,6,6,5,Sales Executive
8,9,6,5,6,3,Software Engineer
8,6,10,9,3,6,Marketing Specialist
9,6,5,9,1,10,Data Scientist
2,5,8,10,10,8,UX/UI Designer
9,6,5,10,2,7,Financial Analyst
9,9,2,3,9,8,Data Scientist
7,6,8,8,6,2,Marketing Specialist
1,2,9,9,7,9,HR Manager
2,1,10,10,5,4,Marketing Specialist
7,9,6,2,8,4,Software Engineer
10,9,5,9,9,10,Financial Analyst
7,9,2,1,7,1,Software Engineer
8,10,6,6,6,8,Software Engineer
4,2,10,1,8,1,Sales Executive
3,2,8,1,7,8,Sales Executive
1,6,6,8,5,2,UX/UI Designer
10,1,9,8,4,8,Financial Analyst
8,6,10,7,8,10,Marketing Specialist
9,7,10,8,5,10,Marketing Specialist
7,2,9,8,10,9,Product Manager
4,10,7,10,7,4,UX/UI Designer
9,1,10,1,10,1,Product Manager
9,9,1,5,1,1,Software Engineer
10,10,7,6,1,9,Data Scientist
10,10,1,4,4,2,Software Engineer
9,9,1,8,5,9,Data Scientist
9,8,2,7,10,9,Data Scientist
8,7,8,9,7,6,Product Manager
8,9,7,1,5,3,Software Engineer
8,8,8,8,7,2,HR Manager
7,4,10,9,7,6,Marketing Specialist
7,10,9,9,6,8,Software Engineer
8,9,1,9,4,8,Data Scientist
9,10,7,10,10,10,Software Engineer
2,2,7,9,10,3,UX/UI Designer
5,9,7,8,4,7,UX/UI Designer
2,7,9,9,8,5,UX/UI Designer
4,5,10,10,1,4,Marketing Specialist
6,3,9,1,7,5,Sales Executive
9,4,6,9,5,7,UX/UI Designer
8,2,7,7,7,10,Product Manager
6,1,10,7,8,10,Marketing Specialist
3,5,9,4,7,4,HR Manager
7,4,8,8,5,1,UX/UI Designer
4,4,8,8,10,5,UX/UI Designer
10,1,7,7,3,4,Marketing Specialist
10,9,8,3,10,4,Software Engineer
10,8,4,9,4,4,Software Engineer
2,1,10,7,5,2,Marketing Specialist
6,8,4,5,5,8,Software Engineer
5,7,8,9,4,4,Marketing Specialist
6,9,7,9,8,2,Marketing Specialist
7,7,1,3,5,6,Software Engineer
1,4,7,9,5,9,UX/UI Designer
9,4,5,8,8,9,Financial Analyst
10,4,8,3,10,9,HR Manager
10,6,2,9,1,10,Financial Analyst
6,8,6,10,10,8,Software Engineer
9,7,6,2,5,9,Financial Analyst
7,3,9,8,9,8,Product Manager
8,2,6,8,10,8,Financial Analyst
4,5,10,6,7,5,Sales Executive
1,3,8,10,1,5,UX/UI Designer
10,5,7,9,9,4,UX/UI Designer
6,7,8,4,10,6,Product Manager
6,10,6,1,5,7,Software Engineer
7,5,5,7,7,9,Financial Analyst
7,10,9,8,4,3,Marketing Specialist
8,6,9,1,10,7,Product Manager
5,4,10,10,6,8,Marketing Specialist
8,3,7,6,9,5,Product Manager
4,8,8,10,7,3,HR Manager
9,7,1,6,1,5,Software Engineer
7,10,1,3,4,8,Software Engineer
2,10,8,4,10,5,HR Manager
2,8,9,10,5,5,Marketing Specialist
7,4,9,7,10,8,HR Manager
9,10,9,10,5,9,Data Scientist
8,10,10,4,2,9,Software Engineer
7,3,2,9,3,7,Financial Analyst
7,10,10,5,2,9,Financial Analyst
2,6,10,7,9,1,Sales Executive
9,10,10,9,7,10,Financial Analyst
9,4,10,9,6,8,Marketing Specialist
3,2,6,9,6,8,UX/UI Designer
8,8,9,9,9,10,Data Scientist
10,8,10,10,7,3,HR Manager
1,4,9,1,6,9,Sales Executive
9,4,10,9,10,2,Product Manager
10,1,7,9,5,7,Marketing Specialist
7,10,9,8,5,4,Software Engineer
5,1,10,10,3,3,UX/UI Designer
4,4,9,10,10,8,Marketing Specialist
8,9,8,2,8,7,Product Manager
8,2,8,3,7,1,Product Manager
5,4,8,6,10,3,Sales Executive
2,4,8,4,10,4,HR Manager
2,9,10,9,4,7,Marketing Specialist
9,2,3,6,7,9,Financial Analyst
4,5,8,10,10,3,HR Manager
7,6,10,4,7,9,Data Scientist
6,6,9,8,6,8,Sales Executive
10,3,10,10,8,9,Product Manager
8,6,9,5,9,3,Product Manager
8,4,10,5,9,2,Sales Executive
9,8,7,8,4,2,Marketing Specialist
10,10,8,4,1,8,Financial Analyst
7,10,8,7,4,8,Financial Analyst
7,9,4,9,9,10,Financial Analyst
9,9,8,7,7,10,Product Manager
8,6,8,6,10,8,Product Manager
8,8,10,9,4,4,UX/UI Designer
8,4,7,9,4,10,Financial Analyst
7,5,7,5,10,10,Financial Analyst
9,9,10,1,8,3,Product Manager
5,9,8,4,7,1,HR Manager
4,4,9,8,9,6,HR Manager
8,3,9,10,3,3,Marketing Specialist
10,7,9,9,10,1,Sales Executive
7,8,8,6,8,3,Sales Executive
6,5,10,10,5,8,UX/UI Designer
10,1,8,1,7,10,Sales Executive
7,5,9,1,7,10,Product Manager
9,5,1,6,7,9,Financial Analyst
9,9,8,3,9,10,Financial Analyst
8,10,9,4,9,1,Sales Executive
8,9,7,1,2,10,Data Scientist
2,6,10,9,7,3,Marketing Specialist
9,8,7,10,8,3,Software Engineer
6,7,7,10,1,1,Software Engineer
7,10,7,7,1,10,Data Scientist
9,5,6,5,1,8,Financial Analyst
10,3,9,6,8,9,Product Manager
9,5,8,1,9,8,Product Manager
10,8,7,8,7,8,Product Manager
7,10,10,4,8,1,Product Manager
7,8,9,7,7,3,Marketing Specialist
10,8,3,4,10,8,Financial Analyst
7,10,7,2,9,9,Data Scientist
4,7,7,10,1,6,Marketing Specialist
7,3,4,8,4,8,Financial Analyst
2,10,10,5,7,7,Sales Executive
6,3,7,8,6,7,Marketing Specialist
6,4,10,1,10,1,HR Manager
6,8,1,5,4,6,Software Engineer
4,7,7,10,7,8,Marketing Specialist
7,10,2,7,10,9,Data Scientist
8,7,1,7,10,10,Software Engineer
6,7,7,7,6,1,Software Engineer
7,1,9,10,6,3,Sales Executive
6,5,9,6,7,4,HR Manager
10,9,9,10,8,8,Product Manager
10,10,3,7,4,6,Software Engineer
5,4,10,10,9,5,HR Manager
8,7,7,8,2,9,Financial Analyst
10,4,8,2,8,10,HR Manager
10,10,10,4,2,8,Financial Analyst
7,4,10,2,9,1,Product Manager
9,9,2,10,10,7,Financial Analyst
10,8,8,7,8,4,HR Manager
9,10,8,8,7,7,Financial Analyst
9,9,10,10,5,8,Financial Analyst
10,6,9,5,8,9,HR Manager
4,5,9,9,8,7,UX/UI Designer
10,3,9,7,9,9,Sales Executive
7,8,10,10,8,8,Data Scientist
7,2,6,9,2,9,Financial Analyst
9,10,10,2,10,10,Data Scientist
8,9,7,10,10,10,Marketing Specialist
9,9,7,7,4,3,Marketing Specialist
10,5,8,10,8,8,Product Manager
7,9,9,2,2,9,Financial Analyst
1,8,8,7,9,9,HR Manager
9,1,9,9,10,4,HR Manager
8,2,10,8,7,5,Sales Executive
2,5,8,10,1,7,Marketing Specialist
6,8,7,9,5,2,UX/UI Designer
4,8,9,7,8,1,Sales Executive
2,4,8,7,2,7,Marketing Specialist
4,2,8,7,10,4,Sales Executive
8,5,7,3,10,5,Product Manager
4,6,9,3,7,9,Sales Executive
8,9,8,8,5,6,UX/UI Designer
8,4,6,10,3,2,UX/UI Designer
9,9,8,4,6,9,Sales Executive
7,7,10,10,7,6,Software Engineer
7,3,9,1,2,8,Financial Analyst
10,8,7,1,6,4,Software Engineer
5,9,9,10,8,9,Sales Executive
9,6,10,9,9,5,HR Manager
8,3,9,10,7,3,Product Manager
1,8,8,8,9,5,UX/UI Designer
2,9,9,7,7,4,Sales Executive
10,10,10,6,1,3,Software Engineer
3,5,9,10,10,7,HR Manager
9,4,10,9,5,5,UX/UI Designer
6,2,9,9,8,8,UX/UI Designer
7,8,4,7,1,10,Data Scientist
5,9,10,3,6,5,Sales Executive
8,3,1,10,6,7,Financial Analyst
10,10,9,3,9,6,Product Manager
10,3,1,6,4,8,Financial Analyst
6,1,9,9,8,5,Product Manager
7,9,10,10,8,10,Data Scientist
7,10,1,9,4,7,Software Engineer
10,10,7,8,8,10,Data Scientist
9,2,10,7,8,3,Product Manager
8,10,6,7,4,4,Software Engineer
1,5,10,3,10,4,Sales Executive
8,6,10,7,3,10,Data Scientist
10,10,2,9,1,9,Data Scientist
6,1,10,7,10,10,HR Manager
6,3,8,2,10,2,Product Manager
10,4,10,10,8,9,HR Manager
2,5,8,8,7,7,Sales Executive
9,4,9,9,1,7,Financial Analyst
7,9,7,9,7,10,Product Manager
7,1,8,4,7,5,HR Manager
7,7,3,6,10,4,Software Engineer
9,7,5,1,3,9,Financial Analyst
9,2,6,9,9,7,Financial Analyst
10,8,10,7,2,8,Data Scientist
5,8,10,8,7,7,HR Manager
8,10,9,2,10,9,Financial Analyst
4,6,9,8,10,8,HR Manager
6,9,10,8,9,5,HR Manager
9,4,10,3,7,8,HR Manager
8,3,1,8,1,9,Financial Analyst
8,6,9,9,3,8,Data Scientist
10,8,5,3,10,3,Software Engineer
1,3,9,8,4,10,Marketing Specialist
9,9,1,6,2,8,Software Engineer
5,6,8,10,6,6,UX/UI Designer
8,10,10,6,9,9,Sales Executive
9,10,9,7,9,6,Sales Executive
10,6,5,1,1,8,Data Scientist
7,2,7,8,6,9,UX/UI Designer
7,8,2,7,3,8,Data Scientist
10,9,1,6,2,2,Software Engineer
9,3,8,3,6,4,Sales Executive
6,10,9,5,9,5,Product Manager
6,5,7,10,10,7,Product Manager
8,9,9,7,3,10,Marketing Specialist
3,8,9,9,7,6,HR Manager
7,5,5,4,3,10,Financial Analyst
8,6,1,4,2,9,Financial Analyst
6,3,8,9,9,7,Sales Executive
9,4,7,8,4,4,Marketing Specialist
10,9,10,7,2,7,Financial Analyst
3,3,8,2,10,2,Sales Executive
9,4,9,7,8,2,Product Manager
7,10,3,3,4,10,Data Scientist
6,9,9,2,7,7,Software Engineer
9,10,6,9,8,5,UX/UI Designer
6,6,8,9,8,4,HR Manager
3,4,8,5,9,1,Sales Executive
5,7,9,3,6,1,Sales Executive
6,9,10,2,7,10,Product Manager
10,5,7,10,8,2,UX/UI Designer
8,7,6,6,10,8,Software Engineer
8,2,9,9,10,6,Product Manager
9,6,8,9,5,10,Financial Analyst
7,6,1,3,7,8,Financial Analyst
10,7,3,2,4,7,Software Engineer
5,8,7,8,3,5,UX/UI Designer
8,7,8,9,6,6,Sales Executive
6,1,10,8,5,7,Marketing Specialist
10,1,6,10,5,8,Financial Analyst
10,3,7,9,10,1,Product Manager
10,3,7,8,3,3,Marketing Specialist
8,8,9,1,6,8,Data Scientist
1,3,6,8,1,5,UX/UI Designer
9,6,10,10,9,10,Product Manager
7,4,10,7,7,1,Product Manager
9,8,8,6,6,8,Data Scientist
4,10,7,8,4,10,Marketing Specialist
8,8,7,5,4,5,Software Engineer
7,8,6,4,10,10,Software Engineer
10,4,8,4,9,6,Sales Executive
8,1,8,10,10,8,Product Manager
9,8,9,2,8,8,Product Manager
7,6,10,4,10,9,Product Manager
5,4,8,10,8,9,Sales Executive
2,10,8,9,8,8,UX/UI Designer
9,3,7,3,3,9,Financial Analyst
6,4,7,7,6,7,Marketing Specialist
5,6,9,9,7,1,HR Manager
4,4,8,9,7,6,UX/UI Designer
10,3,9,8,8,1,Product Manager
3,2,10,8,10,6,Marketing Specialist
1,5,10,8,2,2,Marketing Specialist
10,6,3,7,8,9,Financial Analyst
8,8,8,8,6,10,Financial Analyst
10,1,9,1,6,9,Financial Analyst
8,9,9,9,6,3,Marketing Specialist
9,8,3,8,9,9,Financial Analyst
6,9,6,9,4,10,UX/UI Designer
6,10,6,8,1,8,UX/UI Designer
10,8,5,4,9,9,Data Scientist
3,6,8,8,1,4,UX/UI Designer
1,4,10,9,6,4,Marketing Specialist
10,9,10,4,10,7,HR Manager
10,6,8,1,10,10,Data Scientist
7,5,9,9,8,2,Sales Executive
9,8,6,9,9,3,Software Engineer
7,4,3,2,10,10,Financial Analyst
5,5,8,1,7,1,Sales Executive
1,1,8,7,7,9,Marketing Specialist
8,2,2,2,1,7,Financial Analyst
10,10,6,3,6,10,Data Scientist
10,8,10,3,8,7,Product Manager
7,4,7,2,8,7,Product Manager
3,9,10,10,7,8,UX/UI Designer
8,7,2,4,10,10,Data Scientist
2,2,7,10,7,3,UX/UI Designer
10,6,7,10,3,8,Data Scientist
9,10,10,8,5,3,Software Engineer
1,3,9,10,6,4,UX/UI Designer
9,4,7,7,10,8,Marketing Specialist
9,7,8,8,3,4,Marketing Specialist
5,7,9,6,8,10,HR Manager
7,9,9,4,8,3,HR Manager
1,5,7,9,7,10,Marketing Specialist
10,7,7,8,1,5,Marketing Specialist
4,10,10,4,6,6,Sales Executive
6,6,8,8,4,8,UX/UI Designer
4,7,9,8,3,1,Marketing Specialist
9,7,5,10,6,7,Financial Analyst
10,9,7,8,7,9,UX/UI Designer
8,8,9,1,9,9,Financial Analyst
9,9,6,10,7,10,Software Engineer
10,8,2,8,2,1,Software Engineer
10,1,10,8,8,2,Product Manager
6,2,9,2,10,1,Product Manager
8,8,5,6,1,10,Data Scientist
10,9,9,4,5,8,Financial Analyst
7,10,7,7,7,8,Product Manager
9,3,10,1,7,6,Sales Executive
10,3,10,1,10,10,Financial Analyst
8,10,1,2,7,10,Data Scientist
8,3,10,8,8,6,Product Manager
8,10,7,6,8,1,Product Manager
8,2,6,9,5,6,UX/UI Designer
7,9,10,7,8,10,Product Manager
10,7,9,10,7,10,Product Manager
3,10,9,10,6,2,UX/UI Designer
9,7,7,7,10,2,Software Engineer
7,9,8,3,8,8,Product Manager
7,3,7,9,10,9,UX/UI Designer
5,1,8,7,8,1,Marketing Specialist
4,9,10,9,2,3,UX/UI Designer
1,3,7,7,8,10,Marketing Specialist
5,8,8,4,7,9,HR Manager
7,7,2,6,7,10,Data Scientist
10,7,10,9,4,9,Financial Analyst
6,10,2,3,4,8,Software Engineer
10,3,8,2,8,5,HR Manager
5,10,9,10,9,2,Marketing Specialist
1,4,7,9,7,10,Marketing Specialist
6,3,9,9,8,3,Product Manager
6,6,8,9,5,3,UX/UI Designer
10,8,3,6,3,2,Software Engineer
10,3,7,1,3,10,Financial Analyst
7,10,9,3,10,9,HR Manager
6,8,10,10,4,7,Software Engineer
10,7,1,7,5,4,Software Engineer
7,9,7,5,2,7,Software Engineer
8,9,9,3,2,7,Software Engineer
6,7,9,9,7,6,Software Engineer
9,5,8,8,6,4,Marketing Specialist
2,8,6,10,10,9,UX/UI Designer
2,2,8,9,8,2,UX/UI Designer
8,9,8,5,10,5,Product Manager
10,9,8,8,9,1,Product Manager
1,4,10,5,10,10,HR Manager
8,8,9,4,8,3,Product Manager
10,9,9,2,8,8,Data Scientist
9,9,10,2,10,9,HR Manager
8,10,7,3,9,8,Product Manager
7,6,9,8,7,6,Marketing Specialist
6,8,8,2,5,8,Software Engineer
8,9,6,2,6,2,Software Engineer
10,4,10,7,9,1,Marketing Specialist
6,10,2,3,8,7,Software Engineer
1,7,6,9,7,3,UX/UI Designer
4,8,7,7,9,8,Marketing Specialist
8,1,7,5,4,7,Financial Analyst
5,5,9,9,7,10,Sales Executive
8,3,8,6,7,6,HR Manager
2,8,10,5,10,3,Sales Executive
10,6,9,7,9,3,Product Manager
1,6,8,7,1,4,Marketing Specialist
4,7,9,8,6,5,UX/UI Designer
10,8,7,9,9,9,Marketing Specialist
4,8,9,9,7,5,HR Manager
5,1,10,8,2,6,Marketing Specialist
3,1,9,6,8,3,HR Manager
